House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
3,Crown Lane,Rebecca,Bell,46,Wife,Married,Female,"Teacher, adult education",None,None
4,Crown Lane,Jeremy,Shaw,31,Head,Single,Male,Broadcast presenter,None,None
5,Crown Lane,Darren,Taylor,70,Head,Divorced,Male,Retired Biomedical engineer,None,None
6,Crown Lane,Maurice,Kay,74,Head,Widowed,Male,Unemployed,None,Christian
7,Crown Lane,Katherine,Brown,40,Head,Married,Female,"Accountant, chartered public finance",None,Christian
7,Crown Lane,Gregory,Brown,42,Husband,Married,Male,Multimedia specialist,None,Christian
7,Crown Lane,Sean,Brown,5,Son,,Male,Student,None,
8,Crown Lane,Scott,Byrne,48,Head,Single,Male,Hydrologist,None,None
9,Crown Lane,Kim,Marshall,52,Head,Widowed,Female,Ranger/warden,None,Christian
10,Crown Lane,Annette,Bradley,66,Head,Widowed,Female,Information officer,None,Muslim
10,Crown Lane,Joanne,Dixon,17,Granddaughter,,Female,Student,None,
10,Crown Lane,Brett,Farmer,14,Grandson,,Male,Student,None,
10,Crown Lane,Terry,Thomas,12,Grandson,,Male,Student,None,
1,Zigzag Expressway,Lorraine,Khan-Nicholls,38,Head,Married,Female,Clinical research associate,None,Catholic
1,Zigzag Expressway,Phillip,Khan-Nicholls,36,Husband,Married,Male,Learning mentor,None,Catholic
1,Zigzag Expressway,Darren,Khan-Nicholls,3,Son,,Male,Child,None,
1,Zigzag Expressway,Sean,Khan-Nicholls,2,Son,,Male,Child,None,
2,Zigzag Expressway,Anne,Chamberlain,30,Head,Married,Female,Public house manager,None,None
2,Zigzag Expressway,Malcolm,Chamberlain,30,Husband,Married,Male,Furniture conservator/restorer,None,None
2,Zigzag Expressway,Dawn,Chamberlain,11,Daughter,,Female,Student,None,
2,Zigzag Expressway,Craig,Chamberlain,11,Son,,Male,Student,None,
3,Zigzag Expressway,Hollie,Cameron,54,Head,Married,Female,Adult guidance worker,None,Methodist
3,Zigzag Expressway,Barry,Cameron,56,Husband,Married,Male,Social researcher,None,Methodist
3,Zigzag Expressway,Mohammed,Cameron,22,Son,Single,Male,University Student,None,Methodist
3,Zigzag Expressway,Danielle,Cameron,19,Daughter,Divorced,Female,University Student,None,Methodist
3,Zigzag Expressway,Leon,Cameron,15,Son,,Male,Student,None,
3,Zigzag Expressway,Eleanor,Cameron,12,Daughter,,Female,Student,None,
4,Zigzag Expressway,Geoffrey,Fisher,18,Head,Single,Male,Student,None,
4,Zigzag Expressway,Katy,Cole,19,Partner,Single,Female,University Student,None,
5,Zigzag Expressway,Jayne,James,30,Head,Married,Female,Insurance broker,None,Catholic
5,Zigzag Expressway,Antony,James,32,Husband,Married,Male,Unemployed,None,Catholic
5,Zigzag Expressway,Dominic,James,5,Son,,Male,Student,None,
5,Zigzag Expressway,Mitchell,James,3,Son,,Male,Child,None,
6,Zigzag Expressway,Stacey,Jones,47,Head,Single,Female,Unemployed,None,None
6,Zigzag Expressway,Keith,Reeves,49,Partner,Single,Male,Veterinary surgeon,None,None
6,Zigzag Expressway,Ashley,Jones,6,Son,,Male,Student,None,
7,Zigzag Expressway,Eleanor,Jones,54,Head,Married,Female,Fisheries officer,None,Christian
7,Zigzag Expressway,Charlie,Jones,53,Husband,Married,Male,Nature conservation officer,None,Christian
7,Zigzag Expressway,Cheryl,Jones,34,Daughter,Single,Female,Comptroller,None,Christian
7,Zigzag Expressway,Nigel,Jones,32,Son,Single,Male,Unemployed,None,Christian
8,Zigzag Expressway,Joseph,Watson,40,Head,Married,Male,"Scientist, research (medical)",None,Methodist
8,Zigzag Expressway,Kathleen,Watson,44,Wife,Married,Female,International aid/development worker,None,Methodist
8,Zigzag Expressway,Graeme,Watson,22,Son,Single,Male,University Student,None,Methodist
8,Zigzag Expressway,Ashley,Watson,17,Son,,Male,Student,None,
9,Zigzag Expressway,Leanne,Barlow,49,Head,Single,Female,Air cabin crew,None,None
9,Zigzag Expressway,Ronald,Gardner,51,Partner,Single,Male,Data scientist,None,None
9,Zigzag Expressway,Donald,Barlow,22,Son,Single,Male,University Student,None,None
9,Zigzag Expressway,Lorraine,Barlow,17,Daughter,,Female,Student,None,
10,Zigzag Expressway,Eileen,Pearson,48,Head,Single,Female,Emergency planning/management officer,None,None
10,Zigzag Expressway,Steven,McLean,46,Partner,Single,Male,Medical laboratory scientific officer,None,None
10,Zigzag Expressway,Paula,Pearson,24,Daughter,Divorced,Female,Radiation protection practitioner,None,None
10,Zigzag Expressway,Amber,Pearson,10,Daughter,,Female,Student,None,
11,Zigzag Expressway,Debra,Davis,36,Head,Divorced,Female,Printmaker,None,Christian
11,Zigzag Expressway,Natalie,Davis,4,Daughter,,Female,Child,None,
11,Zigzag Expressway,Brandon,Thompson,46,Lodger,Single,Male,Environmental health practitioner,None,Christian
11,Zigzag Expressway,Garry,Thompson,32,Lodger,Single,Male,Child psychotherapist,None,Catholic
11,Zigzag Expressway,Samantha,Wood,53,Lodger,Divorced,Female,Sub,None,None
12,Zigzag Expressway,Ellie,Evans,63,Head,Divorced,Female,Dancer,None,None
12,Zigzag Expressway,Sarah,Evans,28,Daughter,Single,Female,Unemployed,None,None
13,Zigzag Expressway,Louise,Johnson,30,Head,Married,Female,Veterinary surgeon,None,None
13,Zigzag Expressway,Bernard,Johnson,29,Husband,Married,Male,"Engineer, materials",None,None
13,Zigzag Expressway,Brett,Johnson,4,Son,,Male,Child,None,
13,Zigzag Expressway,Clifford,Johnson,0,Son,,Male,Child,None,
14,Zigzag Expressway,Julian,Turner,45,Head,Married,Male,Commercial/residential surveyor,None,None
14,Zigzag Expressway,Rosemary,Turner,42,Wife,Married,Female,"Exhibitions officer, museum/gallery",None,None
14,Zigzag Expressway,Tracy,Murray-Turner,14,Neice,,Female,Student,None,
14,Zigzag Expressway,Terry,Kennedy,11,Nephew,,Male,Student,None,
14,Zigzag Expressway,Naomi,Humphreys,7,Neice,,Female,Student,None,
15,Zigzag Expressway,Katherine,Woods,25,Head,Married,Female,Quarry manager,None,None
15,Zigzag Expressway,Joel,Woods,27,Husband,Married,Male,Corporate investment banker,None,None
16,Zigzag Expressway,Jacqueline,Simpson,49,Head,Widowed,Female,Magazine journalist,None,Catholic
16,Zigzag Expressway,Alan,Cook-Simpson,6,Son,,Male,Student,None,
16,Zigzag Expressway,Lynn,Cook-Simpson,3,Daughter,,Female,Child,None,
16,Zigzag Expressway,Marie,Cook-Simpson,1,Daughter,,Female,Child,None,
16,Zigzag Expressway,Justin,Greenwood,19,Visitor,Divorced,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Methodist
17,Zigzag Expressway,Suzanne,Goddard,63,Head,Divorced,Female,Music tutor,None,None
17,Zigzag Expressway,Caroline,Goddard,35,Daughter,Single,Female,Marine scientist,None,None
17,Zigzag Expressway,Kayleigh,Goddard,31,Daughter,Single,Female,Transport planner,None,None
18,Zigzag Expressway,Rachael,Jones-Williams,33,Head,Married,Female,"Therapist, horticultural",None,Jewish
18,Zigzag Expressway,Roger,Jones-Williams,35,Husband,Married,Male,"Editor, film/video",None,Jewish
18,Zigzag Expressway,Andrew,Wells,27,Lodger,Single,Male,Legal executive,None,Christian
18,Zigzag Expressway,Ricky,Webb,25,Lodger,Divorced,Male,Unemployed,None,Muslim
19,Zigzag Expressway,Jessica,Atkinson,53,Head,Single,Female,Sub,None,Christian
19,Zigzag Expressway,Martin,Atkinson,22,Son,Single,Male,University Student,None,None
19,Zigzag Expressway,Amelia,Atkinson,18,Daughter,Single,Female,Student,None,None
19,Zigzag Expressway,Ashleigh,Atkinson,18,Daughter,Single,Female,Student,None,Christian
20,Zigzag Expressway,Jacqueline,Morley,46,Head,Married,Female,Copy,None,None
20,Zigzag Expressway,Terry,Morley,53,Husband,Married,Male,"Designer, fashion/clothing",None,None
20,Zigzag Expressway,Sarah,Morley,15,Daughter,,Female,Student,None,
20,Zigzag Expressway,Marian,Morley,11,Daughter,,Female,Student,None,
21,Zigzag Expressway,Bryan,Archer,75,Head,Widowed,Male,Retired Microbiologist,None,Catholic
21,Zigzag Expressway,Dean,Evans,11,Grandson,,Male,Student,None,
21,Zigzag Expressway,Ronald,Evans,9,Grandson,,Male,Student,None,
21,Zigzag Expressway,Glenn,Evans,6,Grandson,,Male,Student,None,
22,Zigzag Expressway,Kayleigh,Rowe,39,Head,Single,Female,Unemployed,None,Christian
22,Zigzag Expressway,Iain,Rowe,9,Son,,Male,Student,None,
22,Zigzag Expressway,Brandon,Rowe,8,Son,,Male,Student,None,
23,Zigzag Expressway,Jenna,Elliott,38,Head,Single,Female,Charity fundraiser,None,Muslim
23,Zigzag Expressway,Steven,Holland,38,Partner,Single,Male,"Scientist, marine",None,Muslim
23,Zigzag Expressway,Leon,Elliott,6,Son,,Male,Student,None,
24,Zigzag Expressway,Wayne,Bennett,26,Head,Single,Male,Human resources officer,None,Sikh
24,Zigzag Expressway,Bradley,Moore,38,None,Single,Male,Insurance account manager,None,Christian
24,Zigzag Expressway,Robin,Stanley,22,None,Single,Male,University Student,None,None
24,Zigzag Expressway,Leonard,Cox,51,None,Single,Male,Building control surveyor,None,Christian
25,Zigzag Expressway,Darren,Wright,30,Head,Married,Male,"Production designer, theatre/television/film",None,None
25,Zigzag Expressway,Christine,Wright,25,Wife,Married,Female,Acupuncturist,None,None
25,Zigzag Expressway,Anthony,Wright,4,Son,,Male,Child,None,
1,July Road,Samuel,Smith,44,Head,Single,Male,Unemployed,None,Christian
1,July Road,Christopher,Stevens,39,None,Single,Male,Warden/ranger,None,Catholic
2,July Road,Charlie,Khan,73,Head,Widowed,Male,Retired Stage manager,None,Christian
2,July Road,Stephanie,Khan,45,Daughter,Single,Female,Counselling psychologist,None,Christian
2,July Road,Frances,Khan,44,Daughter,Single,Female,Office manager,None,Christian
2,July Road,Leon,Khan,42,Son,Divorced,Male,Diplomatic Services operational officer,None,Christian
3,July Road,Catherine,Ward,43,Head,Single,Female,Writer,None,None
3,July Road,Stewart,Wood,48,Partner,Single,Male,"Engineer, energy",None,None
3,July Road,Kim,Ward,12,Daughter,,Female,Student,None,
3,July Road,Jane,Ward,11,Daughter,,Female,Student,None,
4,July Road,Debra,Winter,41,Head,Married,Female,Surgeon,None,Christian
4,July Road,Patrick,Winter,46,Husband,Married,Male,"Teacher, primary school",None,Christian
4,July Road,Lorraine,Winter,25,Daughter,Single,Female,Social researcher,None,Christian
4,July Road,Peter,Winter,20,Son,Single,Male,University Student,None,Christian
4,July Road,Kim,Winter,16,Daughter,,Female,Student,None,
5,July Road,Maria,Humphries,25,Head,Single,Female,Unemployed,None,None
5,July Road,Stuart,Humphries,8,Son,,Male,Student,None,
5,July Road,Sam,Humphries,7,Son,,Male,Student,None,
5,July Road,Roger,Humphries,3,Son,,Male,Child,None,
6,July Road,Clare,Taylor,37,Head,Single,Female,"Engineer, water",None,Methodist
7,July Road,Kim,Knight,41,Head,Married,Female,Historic buildings inspector/conservation officer,None,Catholic
7,July Road,Leonard,Knight,44,Husband,Married,Male,"Buyer, industrial",None,None
7,July Road,Lee,Knight,8,Son,,Male,Student,None,
8,July Road,Aaron,Baker,37,Head,Married,Male,Diagnostic radiographer,None,Christian
8,July Road,Rebecca,Baker,32,Wife,Married,Female,Secondary school teacher,None,None
8,July Road,Edward,Evans,58,Lodger,Divorced,Male,Ophthalmologist,None,None
9,July Road,Geraldine,Mellor,47,Head,Married,Female,"Librarian, academic",None,None
9,July Road,Jeremy,Mellor,49,Husband,Married,Male,Learning disability nurse,None,None
9,July Road,Ryan,Mellor,10,Son,,Male,Student,None,
9,July Road,Luke,Mellor,8,Son,,Male,Student,None,
10,July Road,Cheryl,Scott,40,Head,Divorced,Female,"Presenter, broadcasting",None,None
10,July Road,Terence,Scott,4,Son,,Male,Child,None,
10,July Road,Lucy,Scott,3,Daughter,,Female,Child,None,
11,July Road,Debra,Newton,50,Head,Divorced,Female,Health promotion specialist,None,None
11,July Road,Eileen,Newton,17,Daughter,,Female,Student,None,
11,July Road,Deborah,Newton,13,Daughter,,Female,Student,None,
12,July Road,Patricia,Payne,44,Head,Married,Female,"Designer, interior/spatial",None,Catholic
12,July Road,Eric,Payne,42,Husband,Married,Male,Operational researcher,Mental Disability,Catholic
12,July Road,Dawn,Payne,27,Daughter,Single,Female,Adult nurse,None,None
12,July Road,Molly,Payne,7,Daughter,,Female,Student,None,
13,July Road,Katherine,Storey,38,Head,Single,Female,Recruitment consultant,None,Christian
13,July Road,Josephine,Storey,3,Daughter,,Female,Child,None,
13,July Road,Margaret,Storey,2,Daughter,,Female,Child,None,
14,July Road,Patrick,Pearce,32,Head,Single,Male,PhD Student,None,
14,July Road,Jamie,Brown,22,None,Single,Male,University Student,None,None
14,July Road,Edward,Dixon,20,None,Single,Male,University Student,None,Christian
15,July Road,Rachael,Smart,19,Head,Single,Female,University Student,None,Christian
15,July Road,Geraldine,Reid,20,None,Single,Female,University Student,None,None
15,July Road,Patricia,Pugh,18,None,Single,Female,University Student,None,None
16,July Road,Charlie,Hussain,25,Head,Single,Male,"Producer, radio",None,Christian
16,July Road,Dennis,Butler,21,None,Single,Male,University Student,None,Catholic
16,July Road,Michelle,Gilbert,19,None,Single,Female,University Student,None,Baptist
17,July Road,Jasmine,Thomas,55,Head,Single,Female,Ceramics designer,None,Christian
17,July Road,Jacob,Byrne,62,Partner,Single,Male,Public librarian,None,Christian
17,July Road,Francesca,Thomas,18,Daughter,Single,Female,Student,None,None
17,July Road,Shannon,Thomas,14,Daughter,,Female,Student,None,
18,July Road,Danielle,King,52,Head,Married,Female,Occupational hygienist,None,Methodist
18,July Road,Damien,King,55,Husband,Married,Male,Building surveyor,None,Methodist
18,July Road,Leigh,King,21,Son,Single,Male,University Student,None,Methodist
18,July Road,Rachael,King,18,Daughter,Single,Female,Student,None,None
18,July Road,Melanie,King,17,Daughter,,Female,Student,None,
19,July Road,Paige,Sharp,61,Head,Divorced,Female,"Librarian, public",None,None
19,July Road,Carol,Sharp,24,Daughter,Divorced,Female,"Designer, jewellery",None,None
19,July Road,Linda,Sharp,20,Daughter,Single,Female,University Student,None,None
19,July Road,George,Sharp,19,Son,Single,Male,University Student,None,None
20,July Road,Danielle,Patel,36,Head,Married,Female,"Programmer, systems",None,None
20,July Road,Thomas,Patel,37,Husband,Married,Male,"Scientist, research (medical)",None,None
20,July Road,Mary,Patel,0,Daughter,,Female,Child,None,
21,July Road,Diane,Walker,43,Head,Single,Female,"Research officer, trade union",None,None
21,July Road,Ruth,Walker,24,Daughter,Single,Female,Product/process development scientist,None,None
21,July Road,Lauren,Walker,24,Daughter,Single,Female,Actor,None,None
22,July Road,Charlotte,Bennett,34,Head,Single,Female,Environmental health practitioner,None,Christian
22,July Road,Roger,Fletcher,35,Partner,Single,Male,Ergonomist,None,Christian
22,July Road,Joyce,Bennett,10,Daughter,,Female,Student,None,
1,Walters Inlet,Andrew,Holland,41,Head,Married,Male,Chemical engineer,None,Christian
1,Walters Inlet,Julia,Holland,38,Wife,Married,Female,Unemployed,None,Christian
1,Walters Inlet,Douglas,Holland,5,Son,,Male,Student,None,
1,Walters Inlet,Kate,Holland,5,Daughter,,Female,Student, ,
2,Walters Inlet,Julie,Holt,32,Head,Single,Female,"Biochemist, clinical",None,None
3,Walters Inlet,Georgina,Smith,58,Head,Single,Female,Herpetologist,None,Christian
3,Walters Inlet,Gerard,Cooper,60,Partner,Single,Male,"Buyer, retail",None,Christian
3,Walters Inlet,Nigel,Smith,30,Adopted Son,Single,Male,Estate manager/land agent,None,Christian
3,Walters Inlet,Kyle,Marshall-Smith,30,Son,Single,Male,"Doctor, general practice",None,Christian
3,Walters Inlet,Leonard,Marshall-Smith,28,Son,Single,Male,"Geologist, wellsite",None,Christian
3,Walters Inlet,Marion,Marshall-Smith,26,Daughter,Single,Female,Sales promotion account executive,None,Christian
3,Walters Inlet,June,Marshall-Smith,9,Daughter,,Female,Student,None,
4,Walters Inlet,Melissa,Chapman,30,Head,Married,Female,Health physicist,None,Catholic
4,Walters Inlet,Donald,Chapman,34,Husband,Married,Male,Midwife,None,None
4,Walters Inlet,Declan,Chapman,4,Son,,Male,Child,None,
5,Walters Inlet,Jade,Walker,44,Head,Married,Female,"Editor, commissioning",None,None
5,Walters Inlet,Ross,Walker,47,Husband,Married,Male,Educational psychologist,None,None
5,Walters Inlet,Janice,Walker,12,Daughter,,Female,Student,None,
6,Walters Inlet,Ryan,Clements,49,Head,Single,Male,"Journalist, magazine",None,Christian
6,Walters Inlet,Samuel,Clements,8,Son,,Male,Student,None,
6,Walters Inlet,Antony,Robertson-Clements,4,Son,,Male,Child,None,
6,Walters Inlet,Owen,Robertson-Clements,3,Son,,Male,Child,None,
6,Walters Inlet,Emily,Robertson-Clements,2,Daughter,,Female,Child,None,
7,Walters Inlet,Phillip,Howard,41,Head,Married,Male,Sports therapist,None,Catholic
7,Walters Inlet,Nicola,Howard,39,Wife,Married,Female,"Physicist, medical",None,Catholic
8,Walters Inlet,Jayne,Farrell,46,Head,Single,Female,Maintenance engineer,None,Catholic
8,Walters Inlet,Nicola,O'Neill,47,None,Divorced,Female,Technical author,None,Catholic
8,Walters Inlet,Aimee,Fox,39,None,Single,Female,Software engineer,None,Christian
9,Walters Inlet,Patricia,Byrne,35,Head,Divorced,Female,Unemployed,None,Methodist
9,Walters Inlet,Kirsty,Byrne,9,Daughter,,Female,Student,None,
9,Walters Inlet,Stewart,Byrne,5,Son,,Male,Student,None,
9,Walters Inlet,Pamela,Byrne,5,Daughter,,Female,Student,None,
9,Walters Inlet,Alice,Byrne,2,Daughter,,Female,Child,None,
10,Walters Inlet,Joanne,Green,26,Head,Married,Female,Occupational hygienist,None,None
10,Walters Inlet,Guy,Green,28,Husband,Married,Male,Human resources officer,None,None
10,Walters Inlet,Rita,Green,9,Daughter,,Female,Student,None,
11,Walters Inlet,William,Robinson,46,Head,Single,Male,"Journalist, broadcasting",None,None
12,Walters Inlet,Abigail,Jones,20,Head,Single,Female,University Student,None,None
12,Walters Inlet,Bernard,Jones,3,Son,,Male,Child,None,
12,Walters Inlet,Craig,Jones,3,Son,,Male,Child,None,
12,Walters Inlet,Jason,Jones,1,Son,,Male,Child,None,
13,Walters Inlet,Russell,King,44,Head,Married,Male,"Programme researcher, broadcasting/film/video",None,Catholic
13,Walters Inlet,Frances,King,44,Wife,Married,Female,Clinical research associate,None,None
13,Walters Inlet,Kenneth,King,13,Son,,Male,Student,None,
13,Walters Inlet,Katie,King,9,Daughter,,Female,Student,None,
13,Walters Inlet,Benjamin,King,6,Son,,Male,Student,None,
14,Walters Inlet,Lucy,Clark,40,Head,Single,Female,Research scientist (life sciences),None,Catholic
15,Walters Inlet,Maureen,Farrell,41,Head,Married,Female,International aid/development worker,None,None
15,Walters Inlet,Brett,Farrell,44,Husband,Married,Male,"Engineer, civil (contracting)",None,None
